Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon L. Lechter,"=""0751532711""","=""9780751532715""",1,4.10,Time Warner Books UK,Paperback,195,2007,1997,2021/08/22,2021/07/25,"2021, audiobook","2021 (#38), audiobook (#178)",read,"Von verschiedenen Seiten wurde ich auf das Buch aufmerksam gemacht. Der Beginn ist eine sich deutlich zu oft wiederholende Erklärung der Entstehung.<br/>Danach muß der Autor dem amerikanischen Zielpublikum erklären das Kredit aufnahmen zu Verschuldung führen. No shit Sherlock.<br/>Einzig die kurze Thematisierung unnötigen Konsums werte ich positiv.<br/>Danach verliert sich das Buch in den üblichen, neo liberalen Kinder Argumenten: der Staat ist böse/unfähig mit Geld umzugehen/ bürokratisch/etc. sowie die Reichen sind ja sooo clever.<br/>Unsozial hätte man früher zumindest in Europa dazu gesagt. In den USA wurden ja auch von diesen Buch schon Ideen wie vom Tellerwäscher zum Millionär oder der Mist von Ayn Rand gefeiert.<br/>Rest des Buches ohne nennenswerte Erkenntnisse.",,,1,,,0,,,,,
58725306,Business Class II - Mehr Manager in der Westentasche,Martin Suter,"Suter, Martin",,"=""""","=""""",2,2.00,Weltwoche-ABC-Verlag,Hardcover,111,2000,,2021/08/22,2021/08/08,"2021, book","2021 (#39), book (#243)",read,Mein drittes Business Class Buch. Leider sind viele Geschichten sehr berechenbar und haben die immer gleiche Pointe.,,,1,,,0,,,,,
48501148,"Rhetorik!: Schlagfertigkeit lernen & gekonnt kontern gegen Totschlagargumente, verbale angriffe & falsche Argumentation Mit Gestik & Mimik überzeugen, ... & Wortgewandt werden - Buch",Max Krone,"Krone, Max",,"=""""","=""""",2,2.80,,Kindle Edition,97,2019,,2021/08/15,2021/08/15,"2021, audiobook","2021 (#41), audiobook (#180)",read,,,,1,,,0,,,,,
58698697,Urlaub trotz Kindern,Moritz Neumeier,"Neumeier, Moritz",,"=""3846408689""","=""9783846408681""",4,4.39,,Paperback,240,2021,,2021/08/12,2021/08/11,"2021, audiobook","2021 (#40), audiobook (#179)",read,"Sehr ehrliches Buch über, wie der Titel es schon sagt, Urlaub mit Moritz Kindern und Frau sowie Moritz eigene Kindheit.",,,1,,,0,,,,,
27395608,Ist das jetzt Satire oder was?: Beiträge zur humoristischen Lage der Nation,Heiko Werning,"Werning, Heiko","Volker Surmann, Leo Fischer, Fritz Eckenga, Hauck&Bauer, Ahne, Moritz Neumeier, Sebastian Krämer, Katharina Greve, Stefan Gärtner, Gerhard Henschel, Tim Wolff","=""""","=""""",0,3.67,Satyr Verlag,Kindle Edition,192,2015,,,2021/08/11,to-read,to-read (#959),to-read,,,,0,,,0,,,,,
15730785,Drei Wunden,Moritz Neumeier,"Neumeier, Moritz",,"=""""","=""9783940767493""",0,4.25,Periplaneta,Paperback,96,2010,2010,,2021/08/11,to-read,to-read (#958),to-read,,,,0,,,0,,,,,
15833700,Abschalten (Business Class),Martin Suter,"Suter, Martin",,"=""3257300093""","=""9783257300093""",3,3.55,Diogenes,Hardcover,182,2012,2012,2021/08/08,2021/07/15,"2021, book","2021 (#36), book (#241)",read,,,,1,,,0,,,,,
40037332,"Allmen und die Erotik (Allmen, #5)",Martin Suter,"Suter, Martin",,"=""3257070330""","=""9783257070330""",0,3.52,Diogenes,Hardcover,224,2018,2018,,2021/08/08,to-read,to-read (#955),to-read,,,,0,,,0,,,,,
19464323,"Allmen und die verschwundene María (Allmen, #4)",Martin Suter,"Suter, Martin",,"=""3257068875""","=""9783257068870""",0,3.59,Diogenes,Hardcover,224,2014,2014,,2021/08/08,to-read,to-read (#956),to-read,,,,0,,,0,,,,,
49405325,"Allmen und der Koi (Allmen, #6)",Martin Suter,"Suter, Martin",,"=""""","=""""",0,3.63,Diogenes Verlag AG,Kindle Edition,208,2019,2019,,2021/08/08,to-read,to-read (#957),to-read,,,,0,,,0,,,,,
17928401,"Allmen und die Dahlien (Allmen, #3)",Martin Suter,"Suter, Martin",,"=""3257068603""","=""9783257068603""",0,3.74,Diogenes,Hardcover,224,2013,2013,,2021/08/08,to-read,to-read (#954),to-read,,,,0,,,0,,,,,
23900031,Montecristo,Martin Suter,"Suter, Martin",,"=""3257069200""","=""9783257069204""",0,3.68,Diogenes,Hardcover,310,2015,2015,,2021/08/08,to-read,to-read (#952),to-read,,,,0,,,0,,,,,
11962303,Allmen und der rosa Diamant,Martin Suter,"Suter, Martin",,"=""3257067992""","=""9783257067996""",0,3.66,Diogenes,Hardcover,221,2011,2011,,2021/08/08,to-read,to-read (#953),to-read,,,,0,,,0,,,,,
1563639,"Business Class. Geschichten aus der Welt des Managements (Business Class, #1)",Martin Suter,"Suter, Martin",,"=""3257062575""","=""9783257062571""",0,3.57,Diogenes,Hardcover,231,2000,2000,,2021/08/08,to-read,to-read (#951),to-read,,,,0,,,0,,,,,
23123868,Alles im Griff,Martin Suter,"Suter, Martin",,"=""""","=""9783257300284""",4,3.60,Diogenes,Paperback,128,2014,2014,2021/07/25,2021/07/24,"2021, book","2021 (#37), book (#242)",read,Eine durchgängige Geschichte kleiner Kurzgeschichten.,,,1,,,0,,,,,
2772392,Business Class Iii: Noch Mehr Manager In Der Westentasche,Martin Suter,"Suter, Martin",,"=""3855041709""","=""9783855041701""",0,3.47,Weltwoche-ABC,,111,1998,1998,,2021/07/18,"to-read, wunschliste","to-read (#950), wunschliste (#28)",to-read,,,,0,,,0,,,,,
57736946,Wie man illegal einen Wald pflanzt,Alexander Fürniß,"Fürniß, Alexander","Cornelia Schimek, Daniela Krenn, Eva Pasch, Jan-Niklas Kniewel, Sebastian Haupt, Stefanie Schuldt, Tobias Müller, Andrea Köster, Jonathan Dehn, Julia Katz, Philipp Bauer","=""3948923183""","=""9783948923181""",4,4.55,Katapult Verlag,Paperback,180,2021,,2021/07/15,2021/06/27,"2021, book","2021 (#35), book (#240)",read,"Schöne Grafiken, wenn auch teilweise die einzelnen Länder ohne Verhältnis verglichen werden.",,,1,,,0,,,,,
48711337,"Das Licht, das erlosch: Eine Abrechnung",Ivan Krastev,"Krastev, Ivan","Stephen Holmes, Karin Schuler","=""""","=""""",0,4.15,Ullstein eBooks,Kindle Edition,368,2019,2019,,2021/07/08,to-read,to-read (#949),to-read,,,,0,,,0,,,,,
57962610,Krach,Tijan Sila,"Sila, Tijan",,"=""""","=""9783462053753""",0,4.31,Kiepenheuer & witsch,Hardcover,271,2021,,,2021/07/08,to-read,to-read (#948),to-read,,,,0,,,0,,,,,
54430395,Die Redaktion,Benjamin Fredrich,"Fredrich, Benjamin",,"=""3948923035""","=""9783948923037""",3,3.88,Katapult Verlag,Hardcover,250,2020,,2021/06/21,2020/12/22,"2021, book","2021 (#34), book (#239)",read,"Benjamin schreibt als würde er die Geschichte einem Kumpel erzählen, was sehr unterhaltsam ist. Auch ehrlich ist seine Geschichte, denn er selbst kommt häufiger als Kotzbrocken daher. Im Grunde sind die einzelnen Episoden aber nicht so spannend wie erhofft und das Ende ist mal total Kacke. Toll Benni. Schade dass die aktuellen Entwicklungen wie die Gründung des Verlags (in dem auch das Buch dann erschien) sowie der Kauf der Grundschule nicht mit im Buch auftauchen. Oder der starke Zuwachs an Lesern, Abonnenten und Mitarbeit*innen im Jahr 2020. Meine Theorie ist dass seine Editorial Rants gegen die sz und hofmann + campe dank fefe eine riesige Reichweite erzielt haben. Anyway es wird spanned bleiben wie und ob Katapult in zehn Jahren noch so erfolgreich ist wie heute. Wünschenswert wäre es, und wenn nicht folgt bestimmt Teil 2 dieses Buchs.",,,1,,,0,,,,,
7858,Dead Cities: And Other Tales,Mike  Davis,"Davis, Mike",,"=""1565848446""","=""9781565848443""",0,4.04,"New Press, The",Paperback,448,2003,2002,,2021/06/19,to-read,to-read (#947),to-read,,,,0,,,0,,,,,
1502450,Das Unsterblichkeitsprogramm,Richard K. Morgan,"Morgan, Richard K.","Bernhard Kempen, Chris     Moore","=""3453879511""","=""9783453879515""",0,4.04,Heyne,Paperback,606,2004,2002,,2021/06/15,to-read,to-read (#946),to-read,,,,0,,,0,,,,,
25793458,Nick and Charlie,Alice Oseman,"Oseman, Alice",,"=""0008147876""","=""9780008147877""",0,4.13,HarperCollins Children's Books,ebook,120,2015,2015,,2021/06/13,to-read,to-read (#945),to-read,,,,0,,,0,,,,,
32981720,Spinner,Benedict Wells,"Wells, Benedict",,"=""""","=""9783257243840""",3,3.84,Diogenes,Paperback,316,2016,2009,2021/06/13,2017/05/14,"2021, book","2021 (#31), book (#238)",read,"Leider nicht auf dem Level von ""Das Ende des Einsamkeit"", ein bisschen zu mellow und zu berechenbar, war das Ende aber zum Glück kein Hollywood like Happy End.",,,1,,,0,,,,,
6850935,Der letzte Tag.,Glenn Kleier,"Kleier, Glenn",,"=""3785281102""","=""9783785281109""",5,4.08,,,,,,,2012/08/02,"vor-2012, book, favorites","vor-2012 (#58), book (#127), favorites (#7)",read,,,,1,,,0,,,,,
52514034,Schuld und Sühne,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Fjodor Dostojewskis,"=""""","=""""",0,4.23,Re-Image Publishing,Kindle Edition,657,2018,1866,,2020/04/08,to-read,to-read (#700),to-read,,,,0,,,0,,,,,
45288469,Verbrechen und Strafe,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Fjodor Dostojewski,"=""""","=""""",0,4.23,,Kindle Edition,,2018,1866,,2020/04/08,to-read,to-read (#699),to-read,,,,0,,,0,,,,,
46215110,Der Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Fjodor Dostojewski,"=""3538050481""","=""9783538050488""",0,4.18,Artemis & Winkler,Hardcover,,1996,1869,,2020/04/08,to-read,to-read (#701),to-read,,,,0,,,0,,,,,
45047051,Die Brüder Karamasow,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Fjodor Dostojewski,"=""""","=""9783748532491""",0,4.33,epubli,ebook,,2019,1879,,2020/04/08,to-read,to-read (#698),to-read,,,,0,,,0,,,,,
23438502,"Und, was machst du so? Fröhliche Streitschrift gegen den Arbeitsfetisch",Patrick Spät,"Spät, Patrick",,"=""3858696161""","=""9783858696168""",5,4.23,Rotpunktverlag,Paperback,168,2014,2014,2021/05/28,2014/10/23,"2014, book, favorites, 2021, erneut-gelesen","2014 (#2), book (#13), favorites (#32), 2021 (#32), erneut-gelesen (#19)",read,"Auch beim zweiten mal lesen nach einigen Jahren immer noch brandaktuell. Schöne Verflechtung von soziologischen, philosophischen und politischen Thesen.",,,2,,,0,,,,,
24065346,Milliarden Mike: Ich hab sie alle abgezockt (Taschenbücher),Tim Gutke,"Gutke, Tim",Mike Wappler,"=""""","=""""",0,2.83,,Kindle Edition,256,2013,2013,,2021/05/19,to-read,to-read (#943),to-read,,,,0,,,0,,,,,
4137,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,"=""0349113912""","=""9780349113913""",0,3.99,"Little, Brown and Company",Paperback,272,2001,2000,,2021/05/16,to-read,to-read (#942),to-read,,,,0,,,0,,,,,
57970118,Ohne Rücksicht auf Verluste: Wie BILD mit Angst und Hass die Gesellschaft spaltet,Moritz Tschermak,"Tschermak, Moritz",Mats Schönauer,"=""346205354X""","=""9783462053548""",0,4.60,Kiepenheuer & Witsch,Paperback,336,2021,2021,,2021/05/16,"to-read, wunschliste","to-read (#941), wunschliste (#26)",to-read,,,,0,,,0,,,,,
1131877,Wir pfeifen auf den Gurkenkönig,Christine Nöstlinger,"Nöstlinger, Christine",Werner Maurer,"=""""","=""""",2,3.73,Rowohlt Tb.,Taschenbuch,160,1977,1972,2021/05/05,2021/04/25,"2021, audiobook","2021 (#29), audiobook (#176)",read,Für die damalige Zeit sicherlich innovativ und ich bin auch das falsche Zielpublikum. Mir fehlte Spannung oder ein Twists.,,,1,,,0,,,,,
37558445,Boy Swallows Universe,Trent Dalton,"Dalton, Trent",,"=""1460753895""","=""9781460753897""",0,4.37,HarperCollins Publishers Australia,Paperback,464,2018,2018,,2021/04/22,to-read,to-read (#940),to-read,,,,0,,,0,,,,,
28110891,Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders,Joshua Foer,"Foer, Joshua","Dylan Thuras, Ella Morton, Maciej Potulny","=""0761169083""","=""9780761169086""",0,4.26,Workman Publishing Company,Hardcover,470,2016,2016,,2021/04/18,to-read,to-read (#939),to-read,,,,0,,,0,,,,,
16166330,Error,Neal Stephenson,"Stephenson, Neal",,"=""""","=""9783442546923""",2,3.98,Manhattan,Hardcover,1024,2012,2011,2021/04/17,2021/02/06,"2021, audiobook, audible, abgebrochen, auf-wiedervorlage","2021 (#16), audiobook (#168), audible (#87), abgebrochen (#23), auf-wiedervorlage (#20)",read,Wie auch schon Snow Crash fängt die Geschichte sehr spannend an und verliert sich dann in banalsten Kleinigkeiten. Audible hat passend zum Titel irgendwo mittendrin als Fehler vergessen wo ich aufgehört habe und auf Grund der vermutlich noch gut 35 übrigen Stunden habe ich das Buch dann erst einmal abgebrochen.,,,1,,,0,,,,,
17927369,Lebenslänglich Klassenfahrt,Bastian Bielendorfer,"Bielendorfer, Bastian",,"=""""","=""""",2,3.65,Piper,Paperback,327,2013,2013,2021/04/17,2021/04/16,"2021, audiobook","2021 (#27), audiobook (#174)",read,Leider nicht so unterhaltsam wie das erste (Hör-)Buch Lehrerkind,,,1,,,0,,,,,
12368345,Lehrerkind: Lebenslänglich Pausenhof,Bastian Bielendorfer,"Bielendorfer, Bastian",,"=""3492272967""","=""9783492272964""",3,3.21,Piper Taschenbuch,Paperback,304,2011,2011,2021/04/17,2021/04/16,"2021, audiobook","2021 (#26), audiobook (#173)",read,"Kenne Bastian erst durch den 1live Podcast Bratwurst und Baklava. Ganz nette Geschichte seiner Kindheit/Jugend. Obwohl er sich als Opfer inszeniert, wirkt die Geschichte zeitgleich über lange Teile narzistisch. Fühlt er sich doch dem Bildungs Präkariat überlegen. So geht es vermutlich auch vielen Lesern, die sich auch gerne über 'Chantal tut das mal die Mama' amüsieren und danach wieder ihre Bild lesen oder das Jungle Camp ironisch schauen.",,,1,,,0,,,,,
28184812,Lehrerkind / Lebenslänglich Klassenfahrt: Zwei Bestseller in einem Band,Bastian Bielendorfer,"Bielendorfer, Bastian",,"=""""","=""9783492309394""",0,4.14,Piper Taschenbuch,Paperback,640,2016,,,2021/04/16,to-read,to-read (#938),to-read,,,,0,,,0,,,,,
36337488,Papa ruft an: Standleitung zum Lehrerkind,Bastian Bielendorfer,"Bielendorfer, Bastian",,"=""""","=""""",0,4.05,Piper ebooks,Kindle Edition,272,2017,,,2021/04/16,to-read,to-read (#937),to-read,,,,0,,,0,,,,,
55310189,Die große Pause: Mein Corona-Tagebuch,Bastian Bielendorfer,"Bielendorfer, Bastian",,"=""3833877545""","=""9783833877544""",0,4.21,GRÄFE UND UNZER Verlag,Hardcover,240,2020,,,2021/04/16,to-read,to-read (#936),to-read,,,,0,,,0,,,,,
23470889,Mutter ruft an: Mein Anschiss unter dieser Nummer,Bastian Bielendorfer,"Bielendorfer, Bastian",,"=""""","=""""",0,3.92,Piper ebooks,Kindle Edition,321,2014,2014,,2021/04/16,to-read,to-read (#935),to-read,,,,0,,,0,,,,,
16006809,Die Chefin verzichtet,Max Goldt,"Goldt, Max",,"=""3871347515""","=""9783871347511""",2,3.85,Rowohlt Berlin,Hardcover,160,2012,2012,2021/04/14,2021/04/05,"2021, book","2021 (#23), book (#236)",read,"Leider erneut nicht meins. Ich vermute es soll lustig sein, an den meisten Stellen aber eher dröge.",,,1,,,0,,,,,
16752,Michael Crichton's Jurassic World: Jurassic Park / The Lost World,Michael Crichton,"Crichton, Michael",,"=""0375401075""","=""9780375401077""",0,4.23,Knopf,Hardcover,801,1997,1997,,2021/04/13,to-read,to-read (#934),to-read,,,,0,,,0,,,,,
11660590,Micro,Michael Crichton,"Crichton, Michael",Richard   Preston,"=""0062094734""","=""9780062094735""",0,3.46,Harper,ebook,424,2011,2011,,2021/04/13,to-read,to-read (#933),to-read,,,,0,,,0,,,,,
7675,Disclosure,Michael Crichton,"Crichton, Michael",,"=""0099303744""","=""9780099303749""",0,3.79,Arrow,Paperback,455,1994,1994,,2021/04/13,to-read,to-read (#932),to-read,,,,0,,,0,,,,,
7667,Airframe,Michael Crichton,"Crichton, Michael",,"=""0099556316""","=""9780099556312""",0,3.73,Arrow Books,Paperback,431,2006,1996,,2021/04/13,to-read,to-read (#931),to-read,,,,0,,,0,,,,,
15860,State of Fear,Michael Crichton,"Crichton, Michael",,"=""""","=""""",0,3.71,Avon,Mass Market Paperback,672,2005,2004,,2021/04/13,to-read,to-read (#930),to-read,,,,0,,,0,,,,,
83763,Prey,Michael Crichton,"Crichton, Michael",,"=""0061015725""","=""9780061015724""",0,3.77,Avon,Paperback,507,2004,2002,,2021/04/13,to-read,to-read (#929),to-read,,,,0,,,0,,,,,
455373,Sphere,Michael Crichton,"Crichton, Michael",,"=""""","=""""",0,3.81,Ballantine Books,Paperback,371,1997,1987,,2021/04/13,to-read,to-read (#928),to-read,,,,0,,,0,,,,,
7669,Timeline,Michael Crichton,"Crichton, Michael",,"=""0099244721""","=""9780099244721""",0,3.86,Arrow Books,Mass Market Paperback,489,2000,1999,,2021/04/13,to-read,to-read (#927),to-read,,,,0,,,0,,,,,
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""""","=""""",0,4.06,Ballantine Books,Kindle Edition,466,2012,1990,,2021/04/13,to-read,to-read (#925),to-read,,,,0,,,0,,,,,
7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,"Crichton, Michael",,"=""0060541814""","=""9780060541811""",0,3.91,Avon Books,Paperback,327,2003,1969,,2021/04/13,to-read,to-read (#926),to-read,,,,0,,,0,,,,,
37840929,Das schönste Mädchen der Welt,Michel Birbæk,"Birbæk, Michel",,"=""3764506423""","=""9783764506421""",2,3.41,Blanvalet,Hardcover,360,2018,,2021/04/12,2021/01/07,"2021, audible, audiobook","2021 (#25), audible (#88), audiobook (#172)",read,"Vor über zehn Jahren hatte ich eine Phase in der ich Michel Birbæks Schmonzetten sehr sehr gerne gelesen habe. Somit weiß ich nicht ob es an der Geschichte, am Genre oder generell an Birbæks Stil liegt, doch leider war die Geschichte so gar nicht meins. Erinner mich an eine schlechte Kopie von High Fidelity oder vielleicht auch Soloalbum. Nur halt nicht für young adults sondern für Mit 40er von einem Mit 50er geschrieben.",,,1,,,0,,,,,
57152763,Die Heilung der Welt: Das Goldene Zeitalter der Medizin 1840–1914,Ronald D. Gerste,"Gerste, Ronald D.",,"=""""","=""""",0,4.10,,Kindle Edition,,2021,,,2021/04/12,to-read,to-read (#924),to-read,,,,0,,,0,,,,,
56654479,Ace in Space – Trident,Christian Vogt,"Vogt, Christian","Judith C. Vogt, Stephan Urbach","=""""","=""9783947720767""",0,4.85,Ach je Veralag,Paperback,114,2021,,,2021/04/10,to-read,to-read (#923),to-read,,,,0,,,0,,,,,
53037241,Ace in Space,Judith C. Vogt,"Vogt, Judith C.",Christian Vogt,"=""3947720475""","=""9783947720477""",0,4.54,Ach je Verlag,Paperback,466,2020,2020,,2021/04/10,to-read,to-read (#922),to-read,,,,0,,,0,,,,,
36341620,Calypso,David Sedaris,"Sedaris, David",,"=""0316392383""","=""9780316392389""",0,4.08,"Little, Brown and Company",Hardcover,261,2018,2018,,2018/11/11,to-read,to-read (#466),to-read,,,,0,,,0,,,,,
50966320,Der Liebescode: Beziehungen von morgen,Christian Hemschemeier,"Hemschemeier, Christian",,"=""""","=""""",5,4.33,Luther Verlag GmbH,Kindle Edition,250,2020,,2021/04/10,2020/04/22,"2020, audible, audiobook, auf-wiedervorlage, favorites, 2021","2020 (#22), audible (#77), audiobook (#140), auf-wiedervorlage (#15), favorites (#54), 2021 (#24)",read,"Vorweg der Titel des Buchs ist mindestens unglücklich. Letztlich reiner Cover Kauf bei dem mich die Expertise des Autors überzeugt hat. Das Hörbuch hat er selber eingesprochen und das leider nicht sonderlich gut. Spricht er doch recht monoton und man merkt ihm an, das ablesen stark an, teilweise wirkt es als liest er sein eigenes Buch zum ersten Mal. Doch über die Zeit gewöhnt man sich an seinen Stil.<br/>Davon abgesehen ist dies ein großartiges Buch, es bestärkt mich in vielen meinen Ansichten und zeigt ungeschminkt und direkt Charakterliche Ausprägungen/Defizite auf. Gibt Handlungsempfehlungen die genau richtig und nicht zu allgemein oder zu spezifisch sind.<br/>Spannend fand ich zu sehen, dass einige Empfehlungen der Pick-up/Aufreißer Lektüre deckungsgleich mit seinen sind. Nur dass der Autor auf seine Selbstbeweihräucherung verzichtet. Sollte noch nicht alles zum Thema geschrieben sein, freue ich mich auf ein weiteres Buch von Christian Hemschemeier.",,,2,,,0,,,,,
36411792,Liebe zukünftige Lieblingsfrau,Michalis Pantelouris,"Pantelouris, Michalis",,"=""""","=""""",0,4.18,Kein&Aber,Kindle Edition,208,2017,,,2021/04/09,to-read,to-read (#921),to-read,,,,0,,,0,,,,,
